url,indexed,impressions,clicks,ctr,position
https://mysupermarketcompare.com/home-insurance/subsidence-and-home-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/home-insurance/tenants-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/home-insurance/thatched-roof-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/home-insurance/timber-framed-buildings,not_indexed,0,0,0,0
https://mysupermarketcompare.com/home-insurance/unlimited-home-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/home-insurance/unoccupied-property,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/125cc,indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/125cc-policies,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/50cc-policies,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/advanced-motorcycle-training,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/cheapest-motorbikes-to-insure,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/classic-motorbikes,indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/electric-motorbike-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/european-cover,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/helmet-and-leather-cover,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/how-much-does-motorbike-insurance-cost,indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/imported-bikes,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/is-my-bike-insured,indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/learner-and-new-riders,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/motorbike-and-moped-licences,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/motorbike-insurance-groups,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/motorbike-modifications-and-your-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/motorbike-security-and-your-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/motorbike-warranty,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/motorcycle-mot,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/multi-bike-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/new-riders,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/off-road-motorbike-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/over-50s-motorcycle-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/pillion-cover,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/quad-bikes,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/scooter-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/short-term-cover,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/sidecars,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/sorn-my-bike,indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/three-wheelers,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/uk-bike-theft-hotspots,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/work-use,not_indexed,0,0,0,0
https://mysupermarketcompare.com/motorbike-insurance/young-riders,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/accident-only-cover,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/alternative-therapies-for-pets,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/benefits-of-pet-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/bird-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/cancellation,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/cat-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/cherry-eye,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/choosing-a-vet,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/co-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/cryptorchidism,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/dental-cover,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/dog-friendly-staycations,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/dog-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/excess,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/exclusives-terms-and-conditions,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/exotic-pets,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/french-bulldog,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/horse-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/horsebox-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/how-much-does-pet-insurance-cost,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/how-to-claim,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/insuring-an-older-pet,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/keeping-pets-safe-during-fireworks,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/labrador,indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/lifetime-pet-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/llama-and-alpaca-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/lost-pets,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/maximum-benefit-pet-insurance,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/medication,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/multi-pet,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/neutering,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/no-waiting-period,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/out-of-hours-emergency-vet-bills,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/pet-microchipping,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/pet-passport,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/safety-in-hot-weather,not_indexed,0,0,0,0
https://mysupermarketcompare.com/pet-insurance/small-pets-for-children,not_indexed,0,0,0,0
https://mysupermarketcompare.com/travel-insurance/spain,not_indexed,0,0,0,0
https://mysupermarketcompare.com/travel-insurance/thailand,not_indexed,0,0,0,0
https://mysupermarketcompare.com/van-insurance/delivery-drivers,not_indexed,0,0,0,0
https://mysupermarketcompare.com/van-insurance/self-employed,not_indexed,0,0,0,0
